id,nome,siglaPartido,ufLegislacao,email,escolaridade,dataNascimento,sexo,estadoNascimento,cidadeNascimento
178992,VITOR LIPPI,PSDB,SP,DEP.VITORLIPPI@CAMARA.LEG.BR,SUPERIOR,1959-05-18,M,SP,SÃO PAULO
160569,WALDENOR PEREIRA,PT,BA,DEP.WALDENORPEREIRA@CAMARA.LEG.BR,DOUTORADO INCOMPLETO,1954-03-08,M,BA,CACULÉ
178952,WALTER ALVES,MDB,RN,DEP.WALTERALVES@CAMARA.LEG.BR,MESTRADO INCOMPLETO,1980-02-27,M,RN,NATAL
160518,WELITON PRADO,PROS,MG,DEP.WELITONPRADO@CAMARA.LEG.BR,SUPERIOR,1975-08-24,M,MG,UBERLÂNDIA
74043,WELLINGTON ROBERTO,PL,PB,DEP.WELLINGTONROBERTO@CAMARA.LEG.BR,SUPERIOR INCOMPLETO,1959-05-19,M,PB,SÃO JOSÉ DE PIRANHAS
74044,WILSON SANTIAGO,PTB,PB,DEP.WILSONSANTIAGO@CAMARA.LEG.BR,SUPERIOR,1957-06-10,M,PB,UIRAÚNA
204463,WLADIMIR GAROTINHO,PSD,RJ,DEP.WLADIMIRGAROTINHO@CAMARA.LEG.BR,SUPERIOR,1985-01-13,M,RJ,RIO DE JANEIRO
74439,WOLNEY QUEIROZ,PDT,PE,DEP.WOLNEYQUEIROZ@CAMARA.LEG.BR,SUPERIOR INCOMPLETO,1972-12-12,M,PE,CARUARU
178889,ZÉ CARLOS,PT,MA,DEP.ZECARLOS@CAMARA.LEG.BR,SUPERIOR,1955-05-26,M,MA,SÃO LUÍS
204559,ZÉ NETO,PT,BA,DEP.ZENETO@CAMARA.LEG.BR,PÓS-GRADUAÇÃO,1964-03-30,M,BA,FEIRA DE SANTANA
160632,ZÉ SILVA,SOLIDARIEDADE,MG,DEP.ZESILVA@CAMARA.LEG.BR,PÓS-GRADUAÇÃO,1963-05-11,M,MG,ITURAMA
204517,ZÉ VITOR,PL,MG,DEP.ZEVITOR@CAMARA.LEG.BR,SUPERIOR,1984-11-01,M,MG,ARAGUARI
160592,ZECA DIRCEU,PT,PR,DEP.ZECADIRCEU@CAMARA.LEG.BR,SUPERIOR,1978-06-21,M,PR,UMUARAMA
